"Symbol","Name","EntrezGene.ID","Ensembl.Gene.ID","MGI.ID","Gene.group.name"
"TUBB4BP6","tubulin beta 4B class IVb pseudogene 6",100996306,"ENSG00000231166","",""
"TUBB4BP7","tubulin beta 4B class IVb pseudogene 7",442271,"ENSG00000217372","",""
"TUBB6","tubulin beta 6 class V",84617,"ENSG00000176014","MGI:1915201","Tubulins"
"TUBB6P1","tubulin beta 6 class V pseudogene 1",100418964,"","",""
"TUBB7P","tubulin beta 7 pseudogene",56604,"ENSG00000251297","","Tubulins"
"TUBB8","tubulin beta 8 class VIII",347688,"ENSG00000261456","","Tubulins"
"TUBB8B","tubulin beta 8B",260334,"ENSG00000173213","","Tubulins"
"TUBB8P1","tubulin beta 8 class VIII pseudogene 1",100418937,"ENSG00000229298","",""
"TUBB8P2","tubulin beta 8 class VIII pseudogene 2",NA,"ENSG00000218896","",""
"TUBB8P3","tubulin beta 8 class VIII pseudogene 3",132719,"ENSG00000250307","",""
"TUBB8P4","tubulin beta 8 class VIII pseudogene 4",260338,"ENSG00000250788","",""
"TUBB8P5","tubulin beta 8 class VIII pseudogene 5",121014,"ENSG00000254381","",""
"TUBB8P6","tubulin beta 8 class VIII pseudogene 6",200149,"ENSG00000224625","",""
"TUBB8P7","tubulin beta 8 class VIII pseudogene 7",197331,"ENSG00000261812","",""
"TUBB8P8","tubulin beta 8 class VIII pseudogene 8",102723626,"ENSG00000213113","",""
"TUBB8P9","tubulin beta 8 class VIII pseudogene 9",255208,"ENSG00000235827","",""
"TUBB8P10","tubulin beta 8 class VIII pseudogene 10",391171,"ENSG00000237469","",""
"TUBB8P11","tubulin beta 8 class VIII pseudogene 11",388579,"ENSG00000234711","",""
"TUBBP1","tubulin beta pseudogene 1",92755,"ENSG00000127589","",""
"TUBBP2","tubulin beta pseudogene 2",647000,"ENSG00000214222","",""
"TUBBP3","tubulin beta pseudogene 3",326106,"","",""
"TUBBP4","tubulin beta pseudogene 4",493816,"","",""
"TUBBP5","tubulin beta pseudogene 5",643224,"ENSG00000159247","",""
"TUBBP6","tubulin beta class I pseudogene 6",442308,"ENSG00000235207","",""
"TUBBP7","tubulin beta class I pseudogene 7",100533620,"","",""
"TUBBP8","tubulin beta class I pseudogene 8",NA,"ENSG00000259300","",""
"TUBBP9","tubulin beta class I pseudogene 9",442210,"ENSG00000220586","",""
"TUBBP10","tubulin beta class I pseudogene 10",100418902,"ENSG00000226147","",""
"TUBBP11","tubulin beta class I pseudogene 11",NA,"ENSG00000243195","",""
"TUBD1","tubulin delta 1",51174,"","MGI:1891826","Tubulins"
"TUBE1","tubulin epsilon 1",51175,"ENSG00000074935","MGI:1919174","Tubulins"
"TUBG1","tubulin gamma 1",7283,"ENSG00000131462","MGI:101834","Tubulins"
"TUBG1P","tubulin gamma 1 pseudogene",442673,"ENSG00000237972","",""
"TUBG2","tubulin gamma 2",27175,"ENSG00000037042","MGI:2144208","Tubulins"
"TUBGCP2","tubulin gamma complex associated protein 2",10844,"ENSG00000130640","MGI:1921487",""
"TUBGCP3","tubulin gamma complex associated protein 3",10426,"ENSG00000126216","MGI:2183752",""
"TUBGCP4","tubulin gamma complex associated protein 4",27229,"ENSG00000137822","MGI:1196293",""
"TUBGCP5","tubulin gamma complex associated protein 5",114791,"ENSG00000275835","MGI:2178836",""
"TUBGCP6","tubulin gamma complex associated protein 6",85378,"ENSG00000128159","MGI:2146071",""
"TUFM","Tu translation elongation factor, mitochondrial",7284,"ENSG00000178952","MGI:1923686","MicroRNA protein coding host genes"
"TUFMP1","Tu translation elongation factor, mitochondrial pseudogene 1",645668,"ENSG00000265646","",""
"TUFT1","tuftelin 1",7286,"ENSG00000143367","MGI:109572","MicroRNA protein coding host genes"
"TUG1","taurine up-regulated 1",55000,"ENSG00000253352","MGI:2144114","Long non-coding RNAs with non-systematic symbols"
"TULP1","TUB like protein 1",7287,"ENSG00000112041","MGI:109571",""
"TULP2","TUB like protein 2",7288,"ENSG00000104804","MGI:1861600",""
"TULP3","TUB like protein 3",7289,"ENSG00000078246","MGI:1329045",""
"TULP3P1","TUB like protein 3 pseudogene 1",100128017,"ENSG00000234267","",""
"TULP4","TUB like protein 4",56995,"ENSG00000130338","MGI:1916092","WD repeat domain containing"
"TUNAR","TCL1 upstream neural differentiation-associated RNA",100507043,"ENSG00000250366","MGI:1917202","Long non-coding RNAs with non-systematic symbols"
"TUSC1","tumor suppressor candidate 1",286319,"ENSG00000198680","MGI:2684283",""
"TUSC2","tumor suppressor 2, mitochondrial calcium regulator",11334,"ENSG00000114383","MGI:1931086",""
"TUSC2P1","TUSC2 pseudogene 1",359794,"ENSG00000285470","","Transcribed pseudogenes with published function"
"TUSC2P2","TUSC2 pseudogene 2",112552163,"ENSG00000285445","",""
"TUSC3","tumor suppressor candidate 3",7991,"ENSG00000104723","MGI:1933134","Solute carriers|Oligosaccharyltransferase complex subunits"
"TUSC7","tumor suppressor candidate 7",285194,"ENSG00000243197","","Long non-coding RNAs with non-systematic symbols"
"TUSC8","tumor suppressor candidate 8",400128,"ENSG00000237361","","Long non-coding RNAs with non-systematic symbols"
"TUT1","terminal uridylyl transferase 1, U6 snRNA-specific",64852,"ENSG00000149016","MGI:1917294","RNA binding motif containing|Non-canonical poly(A) polymerases|Terminal nucleotidyltransferases"
"TUT4","terminal uridylyl transferase 4",23318,"ENSG00000134744","MGI:2445126","Terminal nucleotidyltransferases|Non-canonical poly(A) polymerases|Zinc fingers CCHC-type"
"TUT7","terminal uridylyl transferase 7",79670,"ENSG00000083223","MGI:2387179","Non-canonical poly(A) polymerases|Terminal nucleotidyltransferases|Zinc fingers CCHC-type"
"TVP23A","trans-golgi network vesicle protein 23 homolog A",780776,"ENSG00000166676","MGI:3665441",""
"TVP23B","trans-golgi network vesicle protein 23 homolog B",51030,"ENSG00000171928","MGI:1914760",""
"TVP23BP1","TVP23B pseudogene 1",100129124,"ENSG00000259122","",""
"TVP23BP2","TVP23B pseudogene 2",100421473,"ENSG00000108442","",""
"TVP23C","trans-golgi network vesicle protein 23 homolog C",201158,"ENSG00000175106","",""
"TVP23C-CDRT4","TVP23C-CDRT4 readthrough",100533496,"ENSG00000259024","",""
"TVP23CP1","TVP23C pseudogene 1",100421599,"ENSG00000223584","",""
"TVP23CP2","TVP23C pseudogene 2",261735,"ENSG00000262470","",""
"TWF1","twinfilin actin binding protein 1",5756,"ENSG00000151239","MGI:1100520",""
"TWF1P1","twinfilin 1 pseudogene 1",619519,"ENSG00000178082","",""
"TWF1P2","twinfilin 1 pseudogene 2",494555,"","",""
"TWF2","twinfilin actin binding protein 2",11344,"ENSG00000247596","MGI:1346078",""
"TWIST1","twist family bHLH transcription factor 1",7291,"ENSG00000122691","MGI:98872","Basic helix-loop-helix proteins"
"TWIST2","twist family bHLH transcription factor 2",117581,"ENSG00000233608","MGI:104685","Basic helix-loop-helix proteins"
"TWISTNB","TWIST neighbor",221830,"ENSG00000105849","MGI:106292","MicroRNA protein coding host genes"
"TWNK","twinkle mtDNA helicase",56652,"ENSG00000107815","MGI:2137410","DNA helicases"
"TWSG1","twisted gastrulation BMP signaling modulator 1",57045,"ENSG00000128791","MGI:2137520",""
"TXK","TXK tyrosine kinase",7294,"ENSG00000074966","MGI:102960","Tec family tyrosine kinases|SH2 domain containing"
"TXLNA","taxilin alpha",200081,"ENSG00000084652","MGI:105968",""
"TXLNB","taxilin beta",167838,"ENSG00000164440","MGI:2671945",""
"TXLNG","taxilin gamma",55787,"ENSG00000086712","MGI:3590652",""
"TXLNGY","taxilin gamma pseudogene, Y-linked",246126,"ENSG00000131002","",""
"TXN","thioredoxin",7295,"ENSG00000136810","MGI:98874",""
"TXN2","thioredoxin 2",25828,"ENSG00000100348","MGI:1929468",""
"TXN2P1","TXN2 pseudogene 1",100505690,"ENSG00000213540","",""
"TXNDC2","thioredoxin domain containing 2",84203,"ENSG00000168454","MGI:2389312","Thioredoxin domain containing "
"TXNDC5","thioredoxin domain containing 5",81567,"ENSG00000239264","MGI:2145316","Protein disulfide isomerases|Thioredoxin domain containing "
"TXNDC8","thioredoxin domain containing 8",255220,"ENSG00000204193","MGI:1914652","Thioredoxin domain containing "
"TXNDC9","thioredoxin domain containing 9",10190,"ENSG00000115514","MGI:2138153","Thioredoxin domain containing "
"TXNDC11","thioredoxin domain containing 11",51061,"","MGI:1923620","Thioredoxin domain containing "
"TXNDC12","thioredoxin domain containing 12",51060,"ENSG00000117862","MGI:1913323","Protein disulfide isomerases|Thioredoxin domain containing "
"TXNDC12-AS1","TXNDC12 antisense RNA 1",NA,"ENSG00000228369","","Antisense RNAs"
"TXNDC15","thioredoxin domain containing 15",79770,"ENSG00000113621","MGI:1916922","Thioredoxin domain containing "
"TXNDC16","thioredoxin domain containing 16",57544,"ENSG00000087301","MGI:1917811","Thioredoxin domain containing "
"TXNDC17","thioredoxin domain containing 17",84817,"ENSG00000129235","MGI:1289248","Thioredoxin domain containing "
"TXNIP","thioredoxin interacting protein",10628,"ENSG00000265972","MGI:1889549","Alpha arrestins"
"TXNL1","thioredoxin like 1",9352,"ENSG00000091164","MGI:1860078",""
"TXNL1P1","thioredoxin like 1 pseudogene 1",100419095,"ENSG00000231879","",""
"TXNL4A","thioredoxin like 4A",10907,"ENSG00000141759","MGI:1351613","U5 small nuclear ribonucleoprotein"
"TXNL4AP1","TXNL4A pseudogene 1",100131482,"ENSG00000213126","",""
"TXNL4B","thioredoxin like 4B",54957,"ENSG00000140830","MGI:2443724",""
"TXNP1","thioredoxin pseudogene 1",93202,"ENSG00000232823","",""
"TXNP2","thioredoxin pseudogene 2",171416,"ENSG00000225167","",""
"TXNP3","thioredoxin pseudogene 3",171419,"ENSG00000234388","",""
"TXNP4","thioredoxin pseudogene 4",124974,"ENSG00000262519","",""
"TXNP5","thioredoxin pseudogene 5",151276,"ENSG00000228236","",""
"TXNP6","thioredoxin pseudogene 6",171560,"ENSG00000234036","",""
"TXNP7","thioredoxin pseudogene 7",NA,"ENSG00000217268","",""
"TXNRD1","thioredoxin reductase 1",7296,"ENSG00000198431","MGI:1354175","Glutaredoxin domain containing|Selenoproteins"
"TXNRD2","thioredoxin reductase 2",10587,"ENSG00000184470","MGI:1347023","Selenoproteins"
"TXNRD3","thioredoxin reductase 3",114112,"ENSG00000197763","MGI:2386711","Glutaredoxin domain containing|Selenoproteins"
"TYK2","tyrosine kinase 2",7297,"ENSG00000105397","MGI:1929470","FERM domain containing|Jak family tyrosine kinases"
"TYMP","thymidine phosphorylase",1890,"ENSG00000025708","MGI:1920212","Minor histocompatibility antigens"
"TYMS","thymidylate synthetase",7298,"ENSG00000176890","MGI:98878",""
"TYMSOS","TYMS opposite strand",494514,"ENSG00000176912","",""
"TYMSP1","thymidylate synthetase pseudogene 1",100419610,"ENSG00000219139","",""
"TYMSP2","thymidylate synthetase pseudogene 2",NA,"ENSG00000267190","",""
"TYR","tyrosinase",7299,"ENSG00000077498","MGI:98880",""
"TYRL","tyrosinase like (pseudogene)",7300,"ENSG00000123447","",""
"TYRO3","TYRO3 protein tyrosine kinase",7301,"ENSG00000092445","MGI:104294","Fibronectin type III domain containing|I-set domain containing|Receptor tyrosine kinases"
"TYRO3P","TYRO3P protein tyrosine kinase pseudogene",7302,"ENSG00000259581","",""
"TYROBP","transmembrane immune signaling adaptor TYROBP",7305,"ENSG00000011600","MGI:1277211",""
"TYRP1","tyrosinase related protein 1",7306,"ENSG00000107165","MGI:98881",""
"TYSND1","trypsin domain containing 1",219743,"ENSG00000156521","MGI:1919017",""
"TYW1","tRNA-yW synthesizing protein 1 homolog",55253,"ENSG00000198874","MGI:2141161",""
"TYW1B","tRNA-yW synthesizing protein 1 homolog B",441250,"ENSG00000277149","MGI:2141161",""
"TYW1P1","tRNA-yW synthesizing protein 1 homolog pseudogene 1",100533847,"","",""
"TYW3","tRNA-yW synthesizing protein 3 homolog",127253,"ENSG00000162623","MGI:2445040",""
"TYW5","tRNA-yW synthesizing protein 5",129450,"ENSG00000162971","MGI:1915986",""
"U2AF1","U2 small nuclear RNA auxiliary factor 1",7307,"ENSG00000160201","MGI:98884","RNA binding motif containing|Spliceosomal E complex|Spliceosomal A complex"
"U2AF1L4","U2 small nuclear RNA auxiliary factor 1 like 4",199746,"","MGI:2678374","RNA binding motif containing"
"U2AF1L5","U2 small nuclear RNA auxiliary factor 1 like 5",102724594,"ENSG00000275895","",""
"U2AF2","U2 small nuclear RNA auxiliary factor 2",11338,"ENSG00000063244","MGI:98886","Spliceosomal E complex|RNA binding motif containing|Spliceosomal A complex"
"U2SURP","U2 snRNP associated SURP domain containing",23350,"ENSG00000163714","MGI:1915208","RNA binding motif containing|Spliceosomal A complex"
"UACA","uveal autoantigen with coiled-coil domains and ankyrin repeats",55075,"ENSG00000137831","MGI:1919815","Ankyrin repeat domain containing"
"UAP1","UDP-N-acetylglucosamine pyrophosphorylase 1",6675,"ENSG00000117143","MGI:1334459",""
"UAP1L1","UDP-N-acetylglucosamine pyrophosphorylase 1 like 1",91373,"ENSG00000197355","MGI:2443318",""
"UBA1","ubiquitin like modifier activating enzyme 1",7317,"ENSG00000130985","MGI:98890","Cilia and flagella associated|Ubiquitin like modifier activating enzymes"
"UBA2","ubiquitin like modifier activating enzyme 2",10054,"","MGI:1858313","Ubiquitin like modifier activating enzymes"
"UBA3","ubiquitin like modifier activating enzyme 3",9039,"ENSG00000144744","MGI:1341217","Ubiquitin like modifier activating enzymes"
"UBA5","ubiquitin like modifier activating enzyme 5",79876,"ENSG00000081307","MGI:1913913","Ubiquitin like modifier activating enzymes"
"UBA6","ubiquitin like modifier activating enzyme 6",55236,"ENSG00000033178","MGI:1913894","Ubiquitin like modifier activating enzymes"
"UBA6-AS1","UBA6 antisense RNA 1 (head to head)",550112,"ENSG00000248049","","Antisense RNAs"
"UBA7","ubiquitin like modifier activating enzyme 7",7318,"ENSG00000182179","MGI:1349462","Ubiquitin like modifier activating enzymes|MicroRNA protein coding host genes"
"UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1",7311,"ENSG00000221983","MGI:98887","L ribosomal proteins"
"UBA52P1","ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 1",7312,"","",""
"UBA52P2","ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 2",7313,"","",""
"UBA52P3","ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 3",122837,"ENSG00000243023","",""
"UBA52P4","ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 4",100271030,"","",""
"UBA52P5","ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 5",100271031,"ENSG00000243498","",""
"UBA52P6","ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 6",100130239,"ENSG00000215221","",""
"UBA52P7","ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 7",100128617,"ENSG00000241656","",""
"UBA52P8","ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 8",100271343,"ENSG00000240793","",""
"UBA52P9","ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene 9",100271344,"ENSG00000244329","",""
"UBAC1","UBA domain containing 1",10422,"ENSG00000130560","MGI:1920995",""
"UBAC2","UBA domain containing 2",337867,"ENSG00000134882","MGI:1916139","Rhomboid family|MicroRNA protein coding host genes"
"UBAC2-AS1","UBAC2 antisense RNA 1",100289373,"ENSG00000228889","","Antisense RNAs"
"UBALD1","UBA like domain containing 1",124402,"ENSG00000153443","MGI:1916255",""
"UBALD2","UBA like domain containing 2",283991,"ENSG00000185262","MGI:1914635",""
"UBAP1","ubiquitin associated protein 1",51271,"ENSG00000165006","MGI:2149543","ESCRT-I"
"UBAP1L","ubiquitin associated protein 1 like",390595,"ENSG00000246922","MGI:2685360",""
"UBAP2","ubiquitin associated protein 2",55833,"ENSG00000137073","MGI:1916176","Small nucleolar RNA protein coding host genes"
"UBAP2L","ubiquitin associated protein 2 like",9898,"ENSG00000143569","MGI:1921633","Small nucleolar RNA protein coding host genes"
"UBASH3A","ubiquitin associated and SH3 domain containing A",53347,"ENSG00000160185","MGI:1926074",""
"UBASH3B","ubiquitin associated and SH3 domain containing B",84959,"ENSG00000154127","MGI:1920078","Protein phosphatases"
"UBB","ubiquitin B",7314,"ENSG00000170315","MGI:98888",""
"UBBP1","ubiquitin B pseudogene 1",7315,"ENSG00000230037","",""
"UBBP2","ubiquitin B pseudogene 2",23668,"ENSG00000228247","",""
"UBBP3","ubiquitin B pseudogene 3",23667,"ENSG00000223962","",""
"UBBP4","ubiquitin B pseudogene 4",23666,"ENSG00000263563","",""
"UBBP5","ubiquitin B pseudogene 5",NA,"ENSG00000228074","",""
"UBC","ubiquitin C",7316,"ENSG00000150991","MGI:98889",""
"UBD","ubiquitin D",10537,"ENSG00000213886","MGI:1344410",""
"UBDP1","ubiquitin D pseudogene 1",100286971,"ENSG00000225797","",""
"UBE2A","ubiquitin conjugating enzyme E2 A",7319,"ENSG00000077721","MGI:102959","Ubiquitin conjugating enzymes E2"
"UBE2B","ubiquitin conjugating enzyme E2 B",7320,"ENSG00000119048","MGI:102944","Ubiquitin conjugating enzymes E2"
"UBE2C","ubiquitin conjugating enzyme E2 C",11065,"ENSG00000175063","MGI:1915862","Ubiquitin conjugating enzymes E2"
"UBE2CP1","ubiquitin conjugating enzyme E2 C pseudogene 1",326105,"ENSG00000258648","",""
"UBE2CP2","ubiquitin conjugating enzyme E2 C pseudogene 2",646595,"ENSG00000265939","",""
"UBE2CP3","ubiquitin conjugating enzyme E2 C pseudogene 3",100129983,"ENSG00000250384","",""
"UBE2CP4","ubiquitin conjugating enzyme E2 C pseudogene 4",283711,"ENSG00000259179","",""
"UBE2CP5","ubiquitin conjugating enzyme E2 C pseudogene 5",NA,"","",""
"UBE2D1","ubiquitin conjugating enzyme E2 D1",7321,"ENSG00000072401","MGI:2384911","Ubiquitin conjugating enzymes E2"
"UBE2D2","ubiquitin conjugating enzyme E2 D2",7322,"ENSG00000131508","MGI:1930715","Ubiquitin conjugating enzymes E2"
"UBE2D3","ubiquitin conjugating enzyme E2 D3",7323,"ENSG00000109332","MGI:1913355","Ubiquitin conjugating enzymes E2"
"UBE2D3-AS1","UBE2D3 antisense RNA 1",105377348,"ENSG00000246560","","Antisense RNAs"
"UBE2D3P1","ubiquitin conjugating enzyme E2 D3 pseudogene 1",100037280,"ENSG00000225022","",""
"UBE2D3P2","ubiquitin conjugating enzyme E2 D3 pseudogene 2",100130139,"ENSG00000225558","",""
"UBE2D3P3","ubiquitin conjugating enzyme E2 D3 pseudogene 3",NA,"ENSG00000224690","",""
"UBE2D3P4","ubiquitin conjugating enzyme E2 D3 pseudogene 4",100131800,"ENSG00000224188","",""
"UBE2D4","ubiquitin conjugating enzyme E2 D4 (putative)",51619,"ENSG00000078967","","Ubiquitin conjugating enzymes E2"
"UBE2DNL","ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene)",100131816,"","",""
"UBE2E1","ubiquitin conjugating enzyme E2 E1",7324,"ENSG00000170142","MGI:107411","Ubiquitin conjugating enzymes E2"
"UBE2E1-AS1","UBE2E1 antisense RNA 1",NA,"ENSG00000223791","","Antisense RNAs"
"UBE2E2","ubiquitin conjugating enzyme E2 E2",7325,"ENSG00000182247","MGI:2384997","Ubiquitin conjugating enzymes E2"
"UBE2E2-AS1","UBE2E2 antisense RNA 1 (head to head)",100505877,"ENSG00000233153","","Antisense RNAs"
"UBE2E3","ubiquitin conjugating enzyme E2 E3",10477,"ENSG00000170035","MGI:107412","Ubiquitin conjugating enzymes E2"
"UBE2E4P","ubiquitin conjugating enzyme E2 E4 pseudogene",286480,"","","Ubiquitin conjugating enzymes E2"
"UBE2F","ubiquitin conjugating enzyme E2 F (putative)",140739,"ENSG00000184182","MGI:1915171","Ubiquitin conjugating enzymes E2"
"UBE2F-SCLY","UBE2F-SCLY readthrough (NMD candidate)",100533179,"ENSG00000258984","",""
"UBE2FP1","UBE2F pseudogene 1",100421436,"ENSG00000224080","",""
"UBE2FP2","UBE2F pseudogene 2",NA,"ENSG00000261199","",""
"UBE2FP3","UBE2F pseudogene 3",NA,"ENSG00000233337","",""
"UBE2G1","ubiquitin conjugating enzyme E2 G1",7326,"ENSG00000132388","MGI:1914378","Ubiquitin conjugating enzymes E2"
"UBE2G2","ubiquitin conjugating enzyme E2 G2",7327,"ENSG00000184787","MGI:1343188","Ubiquitin conjugating enzymes E2"
"UBE2H","ubiquitin conjugating enzyme E2 H",7328,"ENSG00000186591","MGI:104632","Ubiquitin conjugating enzymes E2"
"UBE2HP1","ubiquitin conjugating enzyme E2 H pseudogene 1",646463,"ENSG00000253677","",""
"UBE2I","ubiquitin conjugating enzyme E2 I",7329,"ENSG00000103275","MGI:107365","Ubiquitin conjugating enzymes E2"
"UBE2J1","ubiquitin conjugating enzyme E2 J1",51465,"ENSG00000198833","MGI:1926245","Ubiquitin conjugating enzymes E2"
"UBE2J2","ubiquitin conjugating enzyme E2 J2",118424,"ENSG00000160087","MGI:2153608","Ubiquitin conjugating enzymes E2"
"UBE2K","ubiquitin conjugating enzyme E2 K",3093,"ENSG00000078140","MGI:1858216","Ubiquitin conjugating enzymes E2"
"UBE2L1","ubiquitin conjugating enzyme E2 L1 (pseudogene)",283556,"","","Ubiquitin conjugating enzymes E2"
"UBE2L2","ubiquitin conjugating enzyme E2 L2 (pseudogene)",100506424,"ENSG00000131982","","Ubiquitin conjugating enzymes E2"
"UBE2L3","ubiquitin conjugating enzyme E2 L3",7332,"ENSG00000185651","MGI:109240","Ubiquitin conjugating enzymes E2"
"UBE2L4","ubiquitin conjugating enzyme E2 L4 (pseudogene)",7333,"ENSG00000267741","","Ubiquitin conjugating enzymes E2"
"UBE2L5","ubiquitin conjugating enzyme E2 L5",171222,"ENSG00000236444","","Ubiquitin conjugating enzymes E2"
"UBE2L6","ubiquitin conjugating enzyme E2 L6",9246,"ENSG00000156587","MGI:1914500","Ubiquitin conjugating enzymes E2"
"UBE2M","ubiquitin conjugating enzyme E2 M",9040,"ENSG00000130725","MGI:108278","Ubiquitin conjugating enzymes E2"
"UBE2MP1","ubiquitin conjugating enzyme E2 M pseudogene 1",606551,"ENSG00000261461","",""
"UBE2N","ubiquitin conjugating enzyme E2 N",7334,"ENSG00000177889","MGI:1934835","Ubiquitin conjugating enzymes E2"
"UBE2NL","ubiquitin conjugating enzyme E2 N like (gene/pseudogene)",389898,"ENSG00000276380","","Ubiquitin conjugating enzymes E2"
"UBE2NP1","ubiquitin conjugating enzyme E2 N pseudogene 1",100288613,"ENSG00000256385","",""
"UBE2O","ubiquitin conjugating enzyme E2 O",63893,"ENSG00000175931","MGI:2444266",""
"UBE2Q1","ubiquitin conjugating enzyme E2 Q1",55585,"ENSG00000160714","MGI:1917343","Ubiquitin conjugating enzymes E2"
"UBE2Q1-AS1","UBE2Q1 antisense RNA 1",NA,"ENSG00000229780","","Antisense RNAs"
"UBE2Q2","ubiquitin conjugating enzyme E2 Q2",92912,"ENSG00000140367","MGI:2388672","Ubiquitin conjugating enzymes E2"
"UBE2Q2L","ubiquitin conjugating enzyme E2 Q2 like",100505679,"ENSG00000259511","",""
"UBE2Q2P1","ubiquitin conjugating enzyme E2 Q2 pseudogene 1",388165,"ENSG00000189136","",""
"UBE2Q2P2","ubiquitin conjugating enzyme E2 Q2 pseudogene 2",100134869,"ENSG00000259429","",""
"UBE2Q2P4Y","ubiquitin conjugating enzyme E2 Q2 pseudogene 4, Y-linked",100421716,"ENSG00000225491","",""
"UBE2Q2P5Y","ubiquitin conjugating enzyme E2 Q2 pseudogene 5, Y-linked",100421717,"ENSG00000223636","",""
"UBE2Q2P6","ubiquitin conjugating enzyme E2 Q2 pseudogene 6",100421769,"ENSG00000275695","",""
"UBE2Q2P7","ubiquitin conjugating enzyme E2 Q2 pseudogene 7",100421766,"","",""
"UBE2Q2P8","ubiquitin conjugating enzyme E2 Q2 pseudogene 8",100421771,"ENSG00000259633","",""
"UBE2Q2P9","ubiquitin conjugating enzyme E2 Q2 pseudogene 9",NA,"ENSG00000244130","",""
"UBE2Q2P10","ubiquitin conjugating enzyme E2 Q2 pseudogene 10",101928256,"ENSG00000233915","",""
"UBE2Q2P11","ubiquitin conjugating enzyme E2 Q2 pseudogene 11",100421767,"ENSG00000259538","",""
"UBE2Q2P12","ubiquitin conjugating enzyme E2 Q2 pseudogene 12",100421768,"ENSG00000197627","",""
"UBE2QL1","ubiquitin conjugating enzyme E2 Q family like 1",134111,"ENSG00000215218","MGI:1924230",""
"UBE2R2","ubiquitin conjugating enzyme E2 R2",54926,"ENSG00000107341","MGI:1914865","Ubiquitin conjugating enzymes E2"
"UBE2R2-AS1","UBE2R2 antisense RNA 1",101929665,"ENSG00000235481","","Antisense RNAs"
"UBE2S","ubiquitin conjugating enzyme E2 S",27338,"","MGI:1925141","Ubiquitin conjugating enzymes E2"
"UBE2SP1","ubiquitin conjugating enzyme E2 S pseudogene 1",246719,"ENSG00000233966","",""
"UBE2SP2","ubiquitin conjugating enzyme E2 S pseudogene 2",440406,"ENSG00000224126","",""
"UBE2T","ubiquitin conjugating enzyme E2 T",29089,"ENSG00000077152","MGI:1914446","FA complementation groups|Ubiquitin conjugating enzymes E2"
"UBE2U","ubiquitin conjugating enzyme E2 U",148581,"ENSG00000177414","MGI:3588216","Ubiquitin conjugating enzymes E2"
"UBE2V1","ubiquitin conjugating enzyme E2 V1",7335,"ENSG00000244687","MGI:1913839","Ubiquitin conjugating enzymes E2"
"UBE2V1P1","ubiquitin conjugating enzyme E2 V1 pseudogene 1",170556,"ENSG00000226632","",""
"UBE2V1P2","ubiquitin conjugating enzyme E2 V1 pseudogene 2",730052,"ENSG00000214192","",""
"UBE2V1P3","ubiquitin conjugating enzyme E2 V1 pseudogene 3",359798,"ENSG00000229518","",""
"UBE2V1P4","ubiquitin conjugating enzyme E2 V1 pseudogene 4",102724816,"ENSG00000233909","",""
"UBE2V1P5","ubiquitin conjugating enzyme E2 V1 pseudogene 5",100287173,"ENSG00000226582","",""
"UBE2V1P6","ubiquitin conjugating enzyme E2 V1 pseudogene 6",100287279,"ENSG00000235995","",""
"UBE2V1P7","ubiquitin conjugating enzyme E2 V1 pseudogene 7",NA,"ENSG00000235061","",""
"UBE2V1P8","ubiquitin conjugating enzyme E2 V1 pseudogene 8",102724706,"ENSG00000233118","",""
"UBE2V1P9","ubiquitin conjugating enzyme E2 V1 pseudogene 9",100131981,"ENSG00000229667","",""
"UBE2V1P10","ubiquitin conjugating enzyme E2 V1 pseudogene 10",102724605,"ENSG00000226590","",""
"UBE2V1P11","ubiquitin conjugating enzyme E2 V1 pseudogene 11",102723977,"ENSG00000231124","",""
"UBE2V1P12","ubiquitin conjugating enzyme E2 V1 pseudogene 12",106479048,"ENSG00000249191","",""
"UBE2V1P13","ubiquitin conjugating enzyme E2 V1 pseudogene 13",100505982,"ENSG00000224584","",""
"UBE2V1P14","ubiquitin conjugating enzyme E2 V1 pseudogene 14",100289623,"ENSG00000228134","",""
"UBE2V1P15","ubiquitin conjugating enzyme E2 V1 pseudogene 15",100288170,"ENSG00000217680","",""
"UBE2V2","ubiquitin conjugating enzyme E2 V2",7336,"ENSG00000169139","MGI:1917870","Ubiquitin conjugating enzymes E2"
"UBE2V2P1","ubiquitin conjugating enzyme E2 V2 pseudogene 1",100128493,"ENSG00000226255","",""
"UBE2V2P2","ubiquitin conjugating enzyme E2 V2 pseudogene 2",NA,"ENSG00000267463","",""
"UBE2V2P3","ubiquitin conjugating enzyme E2 V2 pseudogene 3",100421341,"ENSG00000238199","",""
"UBE2V2P4","ubiquitin conjugating enzyme E2 V2 pseudogene 4",106480802,"ENSG00000231849","",""
